compound_id,reaction_id,role
cpd_MNXM1363954,rr_MNXR199202,product
cpd_MNXM1413218,rr_MNXR199202,product
cpd_MNXM1102128,rr_MNXR199203,substrate
cpd_MNXM1413224,rr_MNXR199203,substrate
cpd_MNXM1,rr_MNXR199203,substrate
cpd_MNXM1363954,rr_MNXR199203,product
cpd_MNXM1413225,rr_MNXR199203,product
cpd_MNXM1102128,rr_MNXR199204,substrate
cpd_MNXM1413215,rr_MNXR199204,substrate
cpd_MNXM1,rr_MNXR199204,substrate
cpd_MNXM1363954,rr_MNXR199204,product
cpd_MNXM1413217,rr_MNXR199204,product
cpd_MNXM1102128,rr_MNXR199207,substrate
cpd_MNXM1413223,rr_MNXR199207,substrate
cpd_MNXM1,rr_MNXR199207,substrate
cpd_MNXM1363954,rr_MNXR199207,product
cpd_MNXM1413224,rr_MNXR199207,product
cpd_succinate,rr_MNXR199243,substrate
cpd_MNXM731777,rr_MNXR199243,substrate
cpd_MNXM737340,rr_MNXR199243,product
cpd_MNXM90307,rr_MNXR199243,product
cpd_MNXM1105933,rr_MNXR199279,substrate
cpd_MNXM1368697,rr_MNXR199279,substrate
cpd_MNXM32869,rr_MNXR199279,product
cpd_MNXM1364300,rr_MNXR199281,substrate
cpd_MNXM1,rr_MNXR199281,substrate
cpd_MNXM729034,rr_MNXR199281,substrate
cpd_MNXM1556251,rr_MNXR199281,product
cpd_MNXM4120,rr_MNXR199284,substrate
cpd_MNXM8476,rr_MNXR199284,product
cpd_MNXM1132731,rr_MNXR199287,substrate
cpd_MNXM1411770,rr_MNXR199287,product
cpd_MNXM1364107,rr_MNXR199306,substrate
cpd_MNXM1560243,rr_MNXR199306,substrate
cpd_MNXM1560242,rr_MNXR199306,product
cpd_MNXM1106881,rr_MNXR199310,substrate
cpd_MNXM1364107,rr_MNXR199310,product
cpd_MNXM1364107,rr_MNXR199311,substrate
cpd_MNXM1,rr_MNXR199311,substrate
cpd_MNXM526,rr_MNXR199311,substrate
cpd_MNXM818608,rr_MNXR199311,product
cpd_MNXM1104880,rr_MNXR199326,substrate
cpd_MNXM1105760,rr_MNXR199326,substrate
cpd_MNXM160653,rr_MNXR199326,product
cpd_MNXM1364411,rr_MNXR199350,substrate
cpd_MNXM729302,rr_MNXR199350,substrate
cpd_MNXM732620,rr_MNXR199350,substrate
cpd_MNXM165279,rr_MNXR199350,product
cpd_MNXM735438,rr_MNXR199350,product
cpd_MNXM1103285,rr_MNXR199402,substrate
cpd_MNXM1559538,rr_MNXR199402,substrate
cpd_MNXM1,rr_MNXR199402,substrate
cpd_MNXM1363754,rr_MNXR199402,product
cpd_MNXM1364176,rr_MNXR199402,product
cpd_MNXM1105731,rr_MNXR199405,substrate
cpd_MNXM12372,rr_MNXR199405,substrate
cpd_MNXM1371526,rr_MNXR199405,product
cpd_MNXM1105731,rr_MNXR199406,substrate
cpd_MNXM1559539,rr_MNXR199406,substrate
cpd_MNXM12372,rr_MNXR199406,product
cpd_MNXM1363862,rr_MNXR199409,substrate
cpd_MNXM735467,rr_MNXR199409,product
cpd_MNXM1105731,rr_MNXR199411,substrate
cpd_MNXM12373,rr_MNXR199411,substrate
cpd_MNXM12374,rr_MNXR199411,product
cpd_MNXM1105731,rr_MNXR199412,substrate
cpd_MNXM1559545,rr_MNXR199412,substrate
cpd_MNXM12373,rr_MNXR199412,product
cpd_MNXM1446,rr_MNXR199423,substrate
cpd_MNXM3,rr_MNXR199423,substrate
cpd_MNXM8485,rr_MNXR199423,substrate
cpd_MNXM1559548,rr_MNXR199423,product
cpd_MNXM1,rr_MNXR199423,product
cpd_MNXM40333,rr_MNXR199423,product
cpd_MNXM9,rr_MNXR199423,product
cpd_MNXM1104823,rr_MNXR199424,substrate
cpd_MNXM1559549,rr_MNXR199424,substrate
cpd_MNXM1372532,rr_MNXR199424,product
cpd_MNXM1559548,rr_MNXR199424,product
cpd_MNXM1130214,rr_MNXR199454,substrate
cpd_MNXM1137660,rr_MNXR199454,product
cpd_MNXM1373025,rr_MNXR199454,product
cpd_MNXM1,rr_MNXR199454,product
cpd_MNXM1364099,rr_MNXR199499,substrate
cpd_MNXM1364486,rr_MNXR199499,product
cpd_MNXM1106761,rr_MNXR199524,substrate
cpd_MNXM1364062,rr_MNXR199524,substrate
cpd_MNXM1559585,rr_MNXR199524,product
cpd_MNXM1133004,rr_MNXR199525,substrate
cpd_MNXM1364062,rr_MNXR199525,product
cpd_MNXM199,rr_MNXR199525,product
cpd_MNXM1103593,rr_MNXR199526,substrate
cpd_MNXM1364062,rr_MNXR199526,product
cpd_MNXM29,rr_MNXR199526,product
cpd_MNXM1364062,rr_MNXR199527,substrate
cpd_MNXM1364268,rr_MNXR199527,substrate
cpd_MNXM1559588,rr_MNXR199527,product
cpd_MNXM1,rr_MNXR199527,product
cpd_MNXM1105732,rr_MNXR199528,substrate
cpd_MNXM1364062,rr_MNXR199528,substrate
cpd_MNXM1559589,rr_MNXR199528,product
cpd_MNXM1133004,rr_MNXR199537,substrate
cpd_MNXM735438,rr_MNXR199537,substrate
cpd_MNXM199,rr_MNXR199537,product
cpd_MNXM7244,rr_MNXR199537,product
cpd_MNXM732620,rr_MNXR199537,product
cpd_MNXM1364062,rr_MNXR199540,substrate
cpd_MNXM37,rr_MNXR199540,substrate
cpd_MNXM1559592,rr_MNXR199540,product
cpd_MNXM1559592,rr_MNXR199541,substrate
cpd_MNXM735438,rr_MNXR199541,substrate
cpd_MNXM1559593,rr_MNXR199541,product
cpd_MNXM1,rr_MNXR199541,product
cpd_MNXM732620,rr_MNXR199541,product
cpd_MNXM1559592,rr_MNXR199543,substrate
cpd_MNXM735438,rr_MNXR199543,substrate
cpd_MNXM37,rr_MNXR199543,product
cpd_MNXM7244,rr_MNXR199543,product
cpd_MNXM732620,rr_MNXR199543,product
cpd_MNXM1364547,rr_MNXR199544,substrate
cpd_MNXM1409476,rr_MNXR199544,substrate
cpd_MNXM732620,rr_MNXR199544,substrate
cpd_MNXM1742,rr_MNXR199544,product
cpd_MNXM735438,rr_MNXR199544,product
cpd_MNXM1559595,rr_MNXR199548,substrate
cpd_MNXM1,rr_MNXR199548,substrate
cpd_MNXM732620,rr_MNXR199548,substrate
cpd_MNXM1742,rr_MNXR199548,product
cpd_MNXM735438,rr_MNXR199548,product
cpd_MNXM1364547,rr_MNXR199549,substrate
cpd_MNXM1409476,rr_MNXR199549,substrate
cpd_MNXM1559595,rr_MNXR199549,product
cpd_MNXM1,rr_MNXR199549,product
cpd_MNXM10,rr_MNXR199561,substrate
cpd_MNXM1,rr_MNXR199561,substrate
cpd_MNXM6923,rr_MNXR199561,substrate
cpd_MNXM727326,rr_MNXR199561,product
cpd_MNXM8,rr_MNXR199561,product
cpd_MNXM1112773,rr_MNXR199562,substrate
cpd_MNXM169454,rr_MNXR199562,product
cpd_MNXM11,rr_MNXR199575,substrate
cpd_MNXM1559614,rr_MNXR199575,substrate
cpd_MNXM199,rr_MNXR199575,product
cpd_MNXM1,rr_MNXR199575,product
cpd_MNXM3,rr_MNXR199575,product
cpd_MNXM1094294,rr_MNXR199614,substrate
cpd_MNXM1363936,rr_MNXR199614,substrate
cpd_MNXM738399,rr_MNXR199614,product
cpd_MNXM1107967,rr_MNXR199615,substrate
cpd_MNXM1,rr_MNXR199615,substrate
cpd_MNXM727276,rr_MNXR199615,substrate
cpd_MNXM1363936,rr_MNXR199615,product
cpd_MNXM1105737,rr_MNXR199618,substrate
cpd_MNXM1,rr_MNXR199618,substrate
cpd_MNXM727276,rr_MNXR199618,substrate
cpd_MNXM728470,rr_MNXR199618,product
cpd_MNXM1364061,rr_MNXR199620,substrate
cpd_MNXM1672,rr_MNXR199620,substrate
cpd_MNXM1371610,rr_MNXR199620,product
cpd_MNXM1086,rr_MNXR199621,substrate
cpd_MNXM1364061,rr_MNXR199621,substrate
cpd_MNXM733766,rr_MNXR199621,product
cpd_MNXM1086,rr_MNXR199622,substrate
cpd_MNXM1364061,rr_MNXR199622,substrate
cpd_MNXM1363577,rr_MNXR199622,product
cpd_MNXM1326,rr_MNXR199624,substrate
cpd_MNXM1364061,rr_MNXR199624,substrate
cpd_MNXM1368636,rr_MNXR199624,product
cpd_MNXM1108176,rr_MNXR199627,substrate
cpd_MNXM1371309,rr_MNXR199627,substrate
cpd_MNXM54210,rr_MNXR199627,product
cpd_MNXM1108176,rr_MNXR199628,substrate
cpd_MNXM46082,rr_MNXR199628,substrate
cpd_MNXM55030,rr_MNXR199628,product
cpd_MNXM1108176,rr_MNXR199629,substrate
cpd_MNXM46082,rr_MNXR199629,substrate
cpd_MNXM1369733,rr_MNXR199629,product
cpd_MNXM138,rr_MNXR199665,substrate
cpd_MNXM1559649,rr_MNXR199665,substrate
cpd_MNXM1559662,rr_MNXR199665,product
cpd_MNXM9,rr_MNXR199665,product
cpd_MNXM10,rr_MNXR199678,substrate
cpd_MNXM1719,rr_MNXR199678,substrate
cpd_MNXM729302,rr_MNXR199678,substrate
cpd_MNXM32983,rr_MNXR199678,product
cpd_MNXM8,rr_MNXR199678,product
cpd_MNXM1104115,rr_MNXR199687,substrate
cpd_MNXM40333,rr_MNXR199687,substrate
cpd_MNXM9,rr_MNXR199687,substrate
cpd_MNXM2800,rr_MNXR199687,product
cpd_MNXM3,rr_MNXR199687,product
cpd_MNXM727276,rr_MNXR199687,product
cpd_MNXM1118786,rr_MNXR199791,substrate
cpd_MNXM9,rr_MNXR199791,substrate
cpd_MNXM1364214,rr_MNXR199791,product
cpd_MNXM162496,rr_MNXR199791,product
cpd_MNXM1363911,rr_MNXR199822,substrate
cpd_MNXM1559719,rr_MNXR199822,substrate
cpd_MNXM1559722,rr_MNXR199822,product
cpd_MNXM1104531,rr_MNXR199880,substrate
cpd_MNXM1559789,rr_MNXR199880,substrate
cpd_MNXM1384684,rr_MNXR199880,product
cpd_MNXM727276,rr_MNXR199880,product
cpd_MNXM13,rr_MNXR199886,substrate
cpd_MNXM1651,rr_MNXR199886,substrate
cpd_MNXM1,rr_MNXR199886,product
cpd_MNXM217,rr_MNXR199886,product
cpd_MNXM1107192,rr_MNXR199896,substrate
cpd_MNXM1,rr_MNXR199896,substrate
cpd_MNXM738702,rr_MNXR199896,substrate
cpd_MNXM1559802,rr_MNXR199896,product
cpd_MNXM5,rr_MNXR199896,product
cpd_MNXM1104180,rr_MNXR199916,substrate
cpd_MNXM1107787,rr_MNXR199916,substrate
cpd_MNXM1363862,rr_MNXR199916,product
cpd_MNXM732025,rr_MNXR199916,product
cpd_MNXM1104180,rr_MNXR199917,substrate
cpd_MNXM1106000,rr_MNXR199917,substrate
cpd_MNXM1363862,rr_MNXR199917,product
cpd_MNXM739373,rr_MNXR199917,product
cpd_MNXM1104180,rr_MNXR199918,substrate
cpd_MNXM1106000,rr_MNXR199918,substrate
cpd_MNXM1104527,rr_MNXR199918,product
cpd_MNXM1363862,rr_MNXR199918,product
cpd_MNXM1104180,rr_MNXR199919,substrate
cpd_MNXM1107787,rr_MNXR199919,substrate
cpd_MNXM1106015,rr_MNXR199919,product
cpd_MNXM1363862,rr_MNXR199919,product
cpd_MNXM1105731,rr_MNXR199923,substrate
cpd_MNXM1275,rr_MNXR199923,substrate
cpd_MNXM3,rr_MNXR199923,substrate
cpd_MNXM1559821,rr_MNXR199923,product
cpd_MNXM1,rr_MNXR199923,product
cpd_MNXM40333,rr_MNXR199923,product
cpd_MNXM9,rr_MNXR199923,product
cpd_MNXM1379459,rr_MNXR199927,substrate
cpd_MNXM36393,rr_MNXR199927,product
cpd_MNXM1108156,rr_MNXR199951,substrate
cpd_MNXM1,rr_MNXR199951,substrate
cpd_MNXM3,rr_MNXR199951,substrate
cpd_MNXM11,rr_MNXR199951,product
cpd_MNXM1559846,rr_MNXR199951,product
cpd_MNXM10,rr_MNXR199956,substrate
cpd_MNXM1108156,rr_MNXR199956,substrate
cpd_MNXM1,rr_MNXR199956,substrate
cpd_MNXM3745,rr_MNXR199956,product
cpd_MNXM8,rr_MNXR199956,product
cpd_MNXM1364412,rr_MNXR199959,substrate
cpd_MNXM1,rr_MNXR199959,substrate
cpd_MNXM734541,rr_MNXR199959,substrate
cpd_MNXM1559849,rr_MNXR199959,product
cpd_MNXM1101977,rr_MNXR199977,substrate
cpd_MNXM1559858,rr_MNXR199977,substrate
cpd_MNXM1363767,rr_MNXR199977,product
cpd_MNXM1559857,rr_MNXR199977,product
cpd_MNXM104184,rr_MNXR200007,substrate
cpd_MNXM1368744,rr_MNXR200007,substrate
cpd_MNXM735438,rr_MNXR200007,substrate
cpd_MNXM13,rr_MNXR200007,product
cpd_MNXM163930,rr_MNXR200007,product
cpd_succinate,rr_MNXR200007,product
cpd_MNXM1559891,rr_MNXR200104,substrate
cpd_MNXM1559892,rr_MNXR200104,product
cpd_MNXM729302,rr_MNXR200104,product
cpd_MNXM1364110,rr_MNXR200106,substrate
cpd_MNXM1364497,rr_MNXR200106,substrate
cpd_MNXM1559893,rr_MNXR200106,product
cpd_MNXM1107821,rr_MNXR200107,substrate
cpd_MNXM1364062,rr_MNXR200107,substrate
cpd_MNXM1559891,rr_MNXR200107,product
cpd_MNXM1378289,rr_MNXR200113,substrate
cpd_MNXM735438,rr_MNXR200113,substrate
cpd_MNXM1559898,rr_MNXR200113,product
cpd_MNXM75,rr_MNXR200113,product
cpd_MNXM1559898,rr_MNXR200114,substrate
cpd_MNXM735438,rr_MNXR200114,substrate
cpd_MNXM738702,rr_MNXR200114,substrate
cpd_MNXM53982,rr_MNXR200114,product
cpd_MNXM5,rr_MNXR200114,product
cpd_MNXM1107770,rr_MNXR200130,substrate
cpd_MNXM74236,rr_MNXR200130,substrate
cpd_MNXM74260,rr_MNXR200130,product
cpd_MNXM116925,rr_MNXR200133,substrate
cpd_MNXM1,rr_MNXR200133,product
cpd_MNXM60417,rr_MNXR200133,product
cpd_MNXM7161,rr_MNXR200133,product
cpd_MNXM1102128,rr_MNXR200140,substrate
cpd_MNXM1559934,rr_MNXR200140,substrate
cpd_MNXM1,rr_MNXR200140,substrate
cpd_MNXM1363954,rr_MNXR200140,product
cpd_MNXM1378761,rr_MNXR200140,product
cpd_MNXM1102128,rr_MNXR200141,substrate
cpd_MNXM1559933,rr_MNXR200141,substrate
cpd_MNXM1,rr_MNXR200141,substrate
cpd_MNXM1363954,rr_MNXR200141,product
cpd_MNXM1378760,rr_MNXR200141,product
cpd_MNXM1834,rr_MNXR200142,substrate
cpd_MNXM1,rr_MNXR200142,product
cpd_MNXM353,rr_MNXR200142,product
cpd_MNXM1517,rr_MNXR200193,substrate
cpd_MNXM9,rr_MNXR200193,substrate
cpd_MNXM1559960,rr_MNXR200193,product
cpd_MNXM1104180,rr_MNXR200216,substrate
cpd_MNXM728460,rr_MNXR200216,product
cpd_MNXM1364214,rr_MNXR200218,substrate
cpd_MNXM147428,rr_MNXR200218,substrate
cpd_MNXM1559984,rr_MNXR200218,product
cpd_MNXM9,rr_MNXR200218,product
cpd_MNXM1364214,rr_MNXR200219,substrate
cpd_MNXM739319,rr_MNXR200219,substrate
cpd_MNXM1559985,rr_MNXR200219,product
cpd_MNXM1,rr_MNXR200219,product
cpd_MNXM9,rr_MNXR200219,product
cpd_MNXM1031,rr_MNXR200223,substrate
cpd_MNXM1,rr_MNXR200223,substrate
cpd_MNXM1136254,rr_MNXR200223,product
cpd_MNXM13,rr_MNXR200223,product
cpd_MNXM13,rr_MNXR200225,substrate
cpd_MNXM1559988,rr_MNXR200225,substrate
cpd_MNXM1,rr_MNXR200225,substrate
cpd_MNXM30922,rr_MNXR200225,product
cpd_MNXM1369022,rr_MNXR200226,substrate
cpd_MNXM13,rr_MNXR200226,product
cpd_MNXM1559988,rr_MNXR200226,product
cpd_MNXM1,rr_MNXR200226,product
cpd_MNXM1364107,rr_MNXR200227,substrate
cpd_MNXM1560244,rr_MNXR200227,substrate
cpd_MNXM1560242,rr_MNXR200227,product
cpd_MNXM1364107,rr_MNXR200228,substrate
cpd_MNXM1560242,rr_MNXR200228,substrate
cpd_MNXM1560241,rr_MNXR200228,product
cpd_MNXM1364107,rr_MNXR200234,substrate
cpd_MNXM1566564,rr_MNXR200234,product
cpd_MNXM1364107,rr_MNXR200237,substrate
cpd_MNXM1368515,rr_MNXR200237,substrate
cpd_MNXM1566322,rr_MNXR200237,product
cpd_MNXM1364107,rr_MNXR200239,substrate
cpd_MNXM1364586,rr_MNXR200239,substrate
cpd_MNXM1364591,rr_MNXR200239,product
cpd_MNXM1102128,rr_MNXR200285,substrate
cpd_MNXM1560221,rr_MNXR200285,substrate
cpd_MNXM1,rr_MNXR200285,substrate
cpd_MNXM1104675,rr_MNXR200285,product
cpd_MNXM6134,rr_MNXR200285,product
cpd_MNXM1363941,rr_MNXR200288,substrate
cpd_MNXM1855,rr_MNXR200288,substrate
cpd_MNXM1560015,rr_MNXR200288,product
cpd_MNXM727276,rr_MNXR200288,product
cpd_MNXM1102128,rr_MNXR200289,substrate
cpd_MNXM1560016,rr_MNXR200289,substrate
cpd_MNXM1,rr_MNXR200289,substrate
cpd_MNXM1364019,rr_MNXR200289,product
cpd_MNXM1560015,rr_MNXR200289,product
cpd_MNXM1560016,rr_MNXR200290,substrate
cpd_MNXM1,rr_MNXR200290,product
cpd_MNXM217,rr_MNXR200290,product
cpd_MNXM2561,rr_MNXR200290,product
cpd_MNXM1371576,rr_MNXR200309,substrate
cpd_pyruvate,rr_MNXR200309,product
cpd_MNXM732880,rr_MNXR200309,product
cpd_MNXM1100676,rr_MNXR200311,substrate
cpd_MNXM29,rr_MNXR200311,substrate
cpd_MNXM1410528,rr_MNXR200311,product
cpd_MNXM1378676,rr_MNXR200313,substrate
cpd_MNXM1,rr_MNXR200313,substrate
cpd_MNXM1379459,rr_MNXR200313,product
cpd_MNXM13837,rr_MNXR200313,product
cpd_MNXM10,rr_MNXR200324,substrate
cpd_MNXM1559592,rr_MNXR200324,substrate
cpd_MNXM1,rr_MNXR200324,substrate
cpd_MNXM61121,rr_MNXR200324,product
cpd_MNXM8,rr_MNXR200324,product
cpd_MNXM10,rr_MNXR200326,substrate
cpd_MNXM1368744,rr_MNXR200326,substrate
cpd_MNXM1,rr_MNXR200326,substrate
cpd_MNXM739527,rr_MNXR200326,substrate
cpd_MNXM3248,rr_MNXR200326,product
cpd_MNXM8,rr_MNXR200326,product
cpd_MNXM1364062,rr_MNXR200327,substrate
cpd_MNXM741173,rr_MNXR200327,substrate
cpd_MNXM1559894,rr_MNXR200327,product
cpd_MNXM1364062,rr_MNXR200328,substrate
cpd_MNXM722719,rr_MNXR200328,substrate
cpd_MNXM1560041,rr_MNXR200328,product
cpd_MNXM1107821,rr_MNXR200329,substrate
cpd_MNXM1368744,rr_MNXR200329,substrate
cpd_MNXM1,rr_MNXR200329,substrate
cpd_MNXM738702,rr_MNXR200329,substrate
cpd_MNXM1560042,rr_MNXR200329,product
cpd_MNXM5,rr_MNXR200329,product
cpd_MNXM1560043,rr_MNXR200330,substrate
cpd_MNXM5,rr_MNXR200330,substrate
cpd_MNXM1,rr_MNXR200330,product
cpd_pyruvate,rr_MNXR200330,product
cpd_MNXM37,rr_MNXR200330,product
cpd_MNXM738702,rr_MNXR200330,product
cpd_MNXM1370783,rr_MNXR200334,substrate
cpd_MNXM5,rr_MNXR200334,substrate
cpd_MNXM1371237,rr_MNXR200334,product
cpd_MNXM1,rr_MNXR200334,product
cpd_MNXM738702,rr_MNXR200334,product
cpd_MNXM1106093,rr_MNXR200338,substrate
cpd_MNXM1363975,rr_MNXR200338,substrate
cpd_MNXM1,rr_MNXR200338,substrate
cpd_MNXM13,rr_MNXR200338,product
cpd_MNXM1560048,rr_MNXR200338,product
cpd_MNXM727276,rr_MNXR200338,product
cpd_MNXM1106093,rr_MNXR200340,substrate
cpd_MNXM1369521,rr_MNXR200340,substrate
cpd_MNXM1,rr_MNXR200340,substrate
cpd_MNXM13,rr_MNXR200340,product
cpd_MNXM1560049,rr_MNXR200340,product
cpd_MNXM727276,rr_MNXR200340,product
cpd_MNXM1103285,rr_MNXR200350,substrate
cpd_MNXM1560066,rr_MNXR200350,substrate
cpd_MNXM1,rr_MNXR200350,substrate
cpd_MNXM1104188,rr_MNXR200350,product
cpd_MNXM1560064,rr_MNXR200350,product
cpd_MNXM11,rr_MNXR200362,substrate
cpd_MNXM1560070,rr_MNXR200362,substrate
cpd_MNXM1,rr_MNXR200362,product
cpd_MNXM3,rr_MNXR200362,product
cpd_MNXM738804,rr_MNXR200362,product
cpd_MNXM11,rr_MNXR200365,substrate
cpd_MNXM1560071,rr_MNXR200365,substrate
cpd_MNXM1,rr_MNXR200365,product
cpd_MNXM37,rr_MNXR200365,product
cpd_MNXM3,rr_MNXR200365,product
cpd_MNXM1560072,rr_MNXR200390,substrate
cpd_MNXM1,rr_MNXR200390,product
cpd_MNXM483651,rr_MNXR200390,product
cpd_MNXM728294,rr_MNXR200390,product
cpd_MNXM11,rr_MNXR200391,substrate
cpd_MNXM1560072,rr_MNXR200391,substrate
cpd_MNXM1,rr_MNXR200391,product
cpd_MNXM3,rr_MNXR200391,product
cpd_MNXM741175,rr_MNXR200391,product
cpd_MNXM11,rr_MNXR200392,substrate
cpd_MNXM1,rr_MNXR200392,substrate
cpd_MNXM483651,rr_MNXR200392,substrate
cpd_MNXM728294,rr_MNXR200392,substrate
cpd_MNXM3,rr_MNXR200392,product
cpd_MNXM741175,rr_MNXR200392,product
cpd_MNXM11,rr_MNXR200393,substrate
cpd_MNXM1560073,rr_MNXR200393,substrate
cpd_MNXM1,rr_MNXR200393,product
cpd_MNXM353,rr_MNXR200393,product
cpd_MNXM3,rr_MNXR200393,product
cpd_MNXM1560073,rr_MNXR200394,substrate
cpd_MNXM1834,rr_MNXR200394,product
cpd_MNXM1,rr_MNXR200394,product
cpd_MNXM728294,rr_MNXR200394,product
cpd_MNXM11,rr_MNXR200395,substrate
cpd_MNXM1834,rr_MNXR200395,substrate
cpd_MNXM728294,rr_MNXR200395,substrate
cpd_MNXM353,rr_MNXR200395,product
cpd_MNXM3,rr_MNXR200395,product
cpd_MNXM11,rr_MNXR200397,substrate
cpd_MNXM1560074,rr_MNXR200397,substrate
cpd_MNXM1364496,rr_MNXR200397,product
cpd_MNXM1,rr_MNXR200397,product
cpd_MNXM3,rr_MNXR200397,product
cpd_MNXM1102128,rr_MNXR200438,substrate
cpd_MNXM1369509,rr_MNXR200438,substrate
cpd_MNXM1,rr_MNXR200438,substrate
cpd_MNXM1104432,rr_MNXR200438,product
cpd_MNXM1104529,rr_MNXR200438,product
cpd_MNXM1102128,rr_MNXR200439,substrate
cpd_MNXM1,rr_MNXR200439,substrate
cpd_MNXM733643,rr_MNXR200439,substrate
cpd_MNXM1104754,rr_MNXR200439,product
cpd_MNXM1369509,rr_MNXR200439,product
cpd_MNXM1102128,rr_MNXR200440,substrate
cpd_MNXM1107692,rr_MNXR200440,substrate
cpd_MNXM1,rr_MNXR200440,substrate
cpd_MNXM1104754,rr_MNXR200440,product
cpd_MNXM1369509,rr_MNXR200440,product
cpd_MNXM1103302,rr_MNXR200441,substrate
cpd_MNXM1135181,rr_MNXR200441,substrate
cpd_MNXM1,rr_MNXR200441,substrate
cpd_MNXM1103953,rr_MNXR200441,product
cpd_MNXM1104432,rr_MNXR200441,product
cpd_MNXM1103302,rr_MNXR200442,substrate
cpd_MNXM1115617,rr_MNXR200442,substrate
cpd_MNXM1103953,rr_MNXR200442,product
cpd_MNXM1104432,rr_MNXR200442,product
cpd_MNXM1103285,rr_MNXR200443,substrate
cpd_MNXM1560085,rr_MNXR200443,substrate
cpd_MNXM1,rr_MNXR200443,substrate
cpd_MNXM1104432,rr_MNXR200443,product
cpd_MNXM1364176,rr_MNXR200443,product
cpd_MNXM1103285,rr_MNXR200444,substrate
cpd_MNXM1117504,rr_MNXR200444,substrate
cpd_MNXM1,rr_MNXR200444,substrate
cpd_MNXM1104432,rr_MNXR200444,product
cpd_MNXM1364176,rr_MNXR200444,product
cpd_MNXM1102128,rr_MNXR200445,substrate
cpd_MNXM1560086,rr_MNXR200445,substrate
cpd_MNXM1,rr_MNXR200445,substrate
cpd_MNXM1104529,rr_MNXR200445,product
cpd_MNXM733643,rr_MNXR200445,product
cpd_MNXM1102128,rr_MNXR200446,substrate
cpd_MNXM1371730,rr_MNXR200446,substrate
cpd_MNXM1,rr_MNXR200446,substrate
cpd_MNXM1104754,rr_MNXR200446,product
cpd_MNXM1560086,rr_MNXR200446,product
cpd_MNXM1103285,rr_MNXR200449,substrate
cpd_MNXM1560089,rr_MNXR200449,substrate
cpd_MNXM1,rr_MNXR200449,substrate
cpd_MNXM1107692,rr_MNXR200449,product
cpd_MNXM1364176,rr_MNXR200449,product
cpd_MNXM1103302,rr_MNXR200451,substrate
cpd_MNXM1560091,rr_MNXR200451,substrate
cpd_MNXM1,rr_MNXR200451,substrate
cpd_MNXM1103953,rr_MNXR200451,product
cpd_MNXM733643,rr_MNXR200451,product
cpd_MNXM1103302,rr_MNXR200452,substrate
cpd_MNXM1560092,rr_MNXR200452,substrate
cpd_MNXM1,rr_MNXR200452,substrate
cpd_MNXM1103953,rr_MNXR200452,product
cpd_MNXM733643,rr_MNXR200452,product
cpd_MNXM1103302,rr_MNXR200453,substrate
cpd_MNXM1560093,rr_MNXR200453,substrate
cpd_MNXM1,rr_MNXR200453,substrate
cpd_MNXM1103953,rr_MNXR200453,product
cpd_MNXM1560091,rr_MNXR200453,product
cpd_MNXM1103302,rr_MNXR200454,substrate
cpd_MNXM1560094,rr_MNXR200454,substrate
cpd_MNXM1,rr_MNXR200454,substrate
cpd_MNXM1103953,rr_MNXR200454,product
cpd_MNXM1107692,rr_MNXR200454,product
cpd_MNXM1108176,rr_MNXR200456,substrate
cpd_MNXM1560086,rr_MNXR200456,substrate
cpd_MNXM1371730,rr_MNXR200456,product
cpd_MNXM1101258,rr_MNXR200463,substrate
cpd_MNXM1560108,rr_MNXR200463,substrate
cpd_MNXM1102128,rr_MNXR200463,product
cpd_MNXM1560109,rr_MNXR200463,product
cpd_MNXM1,rr_MNXR200463,product
cpd_MNXM124,rr_MNXR200481,substrate
cpd_MNXM3,rr_MNXR200481,substrate
cpd_MNXM55453,rr_MNXR200481,substrate
cpd_MNXM1560120,rr_MNXR200481,product
cpd_MNXM1,rr_MNXR200481,product
cpd_MNXM40333,rr_MNXR200481,product
cpd_MNXM9,rr_MNXR200481,product
cpd_MNXM1,rr_MNXR200495,substrate
cpd_MNXM217,rr_MNXR200495,substrate
cpd_MNXM729733,rr_MNXR200495,substrate
cpd_MNXM371,rr_MNXR200495,product
cpd_MNXM729731,rr_MNXR200495,product
cpd_MNXM1364446,rr_MNXR200498,substrate
cpd_MNXM729731,rr_MNXR200498,substrate
cpd_MNXM1371727,rr_MNXR200498,product
cpd_MNXM1,rr_MNXR200498,product
cpd_MNXM729733,rr_MNXR200498,product
cpd_succinate,rr_MNXR200519,substrate
cpd_MNXM732531,rr_MNXR200519,substrate
cpd_MNXM6387,rr_MNXR200519,product
cpd_MNXM737340,rr_MNXR200519,product
cpd_MNXM235,rr_MNXR200521,substrate
cpd_MNXM6387,rr_MNXR200521,substrate
cpd_MNXM252,rr_MNXR200521,product
cpd_MNXM732531,rr_MNXR200521,product
cpd_MNXM1102141,rr_MNXR200522,substrate
cpd_MNXM1107898,rr_MNXR200522,substrate
cpd_MNXM1364214,rr_MNXR200522,product
cpd_MNXM1364229,rr_MNXR200522,product
cpd_MNXM1102141,rr_MNXR200523,substrate
cpd_MNXM1107898,rr_MNXR200523,substrate
cpd_MNXM1364111,rr_MNXR200523,product
cpd_MNXM1364229,rr_MNXR200523,product
cpd_MNXM1107769,rr_MNXR200530,substrate
cpd_MNXM2639,rr_MNXR200530,substrate
